method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
graph_neural_change_classifier,embodiment_reach_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.5867,0.0344,0.3129,0.0167,0.1956,0.0203,0.1003,0.0321,0.5527,0.0384,0.5721,0.0157,0.1790,0.0030,0.7655,0.0476,7,0.2823
graph_neural_change_classifier,nominal,drawer_occluder_access,kinematic_trap_creation,0.6514,0.0466,0.2177,0.0344,0.1531,0.0213,0.0459,0.0119,0.5629,0.0419,0.5250,0.0154,0.1610,0.0054,0.5626,0.0389,7,0.1939
graph_neural_change_classifier,nominal,drawer_occluder_access,object_stack_dependency_flip,0.6276,0.0226,0.1905,0.0450,0.1327,0.0129,0.0663,0.0123,0.5204,0.0521,0.5111,0.0105,0.1611,0.0039,0.5386,0.0555,7,0.2126
graph_neural_change_classifier,nominal,drawer_occluder_access,occlusion_reveal_hide,0.6667,0.0488,0.2194,0.0377,0.1361,0.0243,0.0612,0.0236,0.5731,0.0351,0.5176,0.0142,0.1641,0.0039,0.5645,0.0575,7,0.1837
graph_neural_change_classifier,nominal,drawer_occluder_access,passage_closure_opening,0.6378,0.0743,0.1990,0.0493,0.1463,0.0202,0.0629,0.0098,0.6020,0.0196,0.5063,0.0109,0.1615,0.0040,0.5576,0.0514,7,0.2058
graph_neural_change_classifier,nominal,drawer_occluder_access,reachable_component_split_merge,0.6701,0.0344,0.2483,0.0484,0.1463,0.0287,0.0510,0.0067,0.5595,0.0435,0.4968,0.0076,0.1658,0.0056,0.5913,0.0462,7,0.1973
graph_neural_change_classifier,nominal,drawer_occluder_access,support_removal,0.6514,0.0631,0.2075,0.0387,0.1497,0.0305,0.0595,0.0239,0.5680,0.0397,0.5188,0.0079,0.1614,0.0023,0.5649,0.0491,7,0.1905
graph_neural_change_classifier,nominal,drawer_occluder_access,tool_access_tunnel_blockage,0.6786,0.0504,0.2194,0.0203,0.1616,0.0370,0.0527,0.0243,0.5714,0.0239,0.5131,0.0115,0.1584,0.0052,0.5780,0.0423,7,0.1701
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.6684,0.0399,0.2296,0.0373,0.1599,0.0143,0.0714,0.0204,0.5476,0.0555,0.5045,0.0101,0.1617,0.0045,0.6077,0.0271,7,0.1973
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.6480,0.0564,0.2466,0.0291,0.1531,0.0343,0.0595,0.0088,0.5425,0.0370,0.5172,0.0081,0.1614,0.0036,0.6019,0.0467,7,0.2330
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.6327,0.0721,0.2075,0.0254,0.1480,0.0196,0.0595,0.0249,0.5391,0.0538,0.5050,0.0132,0.1619,0.0036,0.5635,0.0426,7,0.2109
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,passage_closure_opening,0.6361,0.0504,0.2347,0.0403,0.1548,0.0288,0.0697,0.0206,0.5595,0.0398,0.4956,0.0170,0.1646,0.0045,0.6076,0.0520,7,0.2177
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.6259,0.0443,0.2619,0.0102,0.1735,0.0269,0.0425,0.0209,0.5867,0.0496,0.5019,0.0069,0.1629,0.0037,0.6210,0.0231,7,0.2177
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,support_removal,0.6344,0.0282,0.2449,0.0360,0.1650,0.0246,0.0816,0.0219,0.5816,0.0746,0.5075,0.0070,0.1580,0.0062,0.6334,0.0579,7,0.2755
graph_neural_change_classifier,nominal,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6344,0.0446,0.2228,0.0422,0.1667,0.0228,0.0663,0.0183,0.5833,0.0391,0.5042,0.0099,0.1611,0.0035,0.6034,0.0366,7,0.2177
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,kinematic_trap_creation,0.6173,0.0515,0.2534,0.0416,0.1565,0.0257,0.0833,0.0169,0.5425,0.0287,0.5056,0.0113,0.1632,0.0055,0.6382,0.0623,7,0.2636
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,object_stack_dependency_flip,0.6565,0.0339,0.2126,0.0285,0.1480,0.0287,0.0527,0.0168,0.5935,0.0556,0.5137,0.0125,0.1621,0.0030,0.5609,0.0451,7,0.1854
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,occlusion_reveal_hide,0.6565,0.0172,0.2279,0.0372,0.1344,0.0287,0.0459,0.0094,0.5459,0.0187,0.5020,0.0121,0.1589,0.0031,0.5486,0.0430,7,0.2041
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,passage_closure_opening,0.6633,0.0263,0.2381,0.0144,0.1616,0.0309,0.0578,0.0129,0.5323,0.0422,0.5053,0.0142,0.1630,0.0018,0.6038,0.0274,7,0.2007
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,reachable_component_split_merge,0.6548,0.0292,0.2279,0.0393,0.1395,0.0226,0.0680,0.0141,0.6020,0.0615,0.5079,0.0179,0.1655,0.0062,0.5840,0.0488,7,0.2228
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,support_removal,0.6650,0.0193,0.2449,0.0413,0.1803,0.0267,0.0561,0.0189,0.5765,0.0509,0.5107,0.0084,0.1640,0.0017,0.6294,0.0427,7,0.2075
graph_neural_change_classifier,nominal,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.6497,0.0352,0.2466,0.0452,0.1190,0.0216,0.0612,0.0267,0.5782,0.0438,0.5170,0.0134,0.1633,0.0066,0.5682,0.0620,7,0.1837
graph_neural_change_classifier,nominal,shelf_retrieval,kinematic_trap_creation,0.6224,0.0463,0.1990,0.0150,0.1531,0.0372,0.0544,0.0190,0.5816,0.0224,0.5136,0.0081,0.1635,0.0040,0.5581,0.0361,7,0.2517
graph_neural_change_classifier,nominal,shelf_retrieval,object_stack_dependency_flip,0.6480,0.0287,0.2194,0.0296,0.1463,0.0282,0.0510,0.0167,0.5731,0.0236,0.5202,0.0125,0.1658,0.0056,0.5667,0.0623,7,0.1990
graph_neural_change_classifier,nominal,shelf_retrieval,occlusion_reveal_hide,0.6599,0.0435,0.2109,0.0248,0.1429,0.0125,0.0408,0.0196,0.5391,0.0304,0.5084,0.0116,0.1613,0.0034,0.5405,0.0196,7,0.1769
graph_neural_change_classifier,nominal,shelf_retrieval,passage_closure_opening,0.6684,0.0267,0.2330,0.0190,0.1497,0.0243,0.0578,0.0230,0.5935,0.0482,0.5154,0.0165,0.1610,0.0055,0.5844,0.0287,7,0.2024
graph_neural_change_classifier,nominal,shelf_retrieval,reachable_component_split_merge,0.6667,0.0322,0.2109,0.0466,0.1480,0.0349,0.0544,0.0133,0.5680,0.0321,0.5055,0.0121,0.1610,0.0042,0.5601,0.0596,7,0.2143
graph_neural_change_classifier,nominal,shelf_retrieval,support_removal,0.6531,0.0332,0.2177,0.0410,0.1173,0.0180,0.0527,0.0112,0.5799,0.0422,0.5028,0.0110,0.1604,0.0051,0.5299,0.0433,7,0.1973
graph_neural_change_classifier,nominal,shelf_retrieval,tool_access_tunnel_blockage,0.6207,0.0372,0.2415,0.0268,0.1446,0.0303,0.0527,0.0259,0.5799,0.0258,0.5086,0.0146,0.1604,0.0052,0.5801,0.0477,7,0.2347
graph_neural_change_classifier,nominal,support_dependency_rearrangement,kinematic_trap_creation,0.6650,0.0343,0.2262,0.0483,0.1531,0.0156,0.0476,0.0072,0.5748,0.0684,0.5007,0.0145,0.1644,0.0036,0.5750,0.0331,7,0.1973
graph_neural_change_classifier,nominal,support_dependency_rearrangement,object_stack_dependency_flip,0.6361,0.0477,0.2483,0.0262,0.1701,0.0282,0.0680,0.0174,0.5578,0.0362,0.5101,0.0068,0.1649,0.0029,0.6344,0.0418,7,0.2194
graph_neural_change_classifier,nominal,support_dependency_rearrangement,occlusion_reveal_hide,0.6412,0.0448,0.2109,0.0431,0.1463,0.0111,0.0493,0.0172,0.5221,0.0409,0.5005,0.0156,0.1613,0.0052,0.5532,0.0459,7,0.1820
graph_neural_change_classifier,nominal,support_dependency_rearrangement,passage_closure_opening,0.6310,0.0411,0.2194,0.0387,0.1633,0.0248,0.0442,0.0141,0.5544,0.0287,0.5177,0.0186,0.1620,0.0030,0.5745,0.0367,7,0.2347
graph_neural_change_classifier,nominal,support_dependency_rearrangement,reachable_component_split_merge,0.6088,0.0354,0.2347,0.0304,0.1259,0.0221,0.0697,0.0148,0.5816,0.0351,0.5100,0.0165,0.1618,0.0038,0.5729,0.0347,7,0.2449
graph_neural_change_classifier,nominal,support_dependency_rearrangement,support_removal,0.6105,0.0387,0.2330,0.0426,0.1752,0.0406,0.0663,0.0175,0.5561,0.0440,0.5130,0.0080,0.1591,0.0021,0.6194,0.0573,7,0.2602
graph_neural_change_classifier,nominal,support_dependency_rearrangement,tool_access_tunnel_blockage,0.6480,0.0196,0.2364,0.0347,0.1480,0.0227,0.0561,0.0167,0.5340,0.0262,0.5054,0.0175,0.1627,0.0056,0.5853,0.0444,7,0.1990
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,kinematic_trap_creation,0.5935,0.0487,0.3095,0.0565,0.1871,0.0159,0.0884,0.0196,0.5119,0.0249,0.5520,0.0122,0.1836,0.0045,0.7454,0.0582,7,0.2534
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,object_stack_dependency_flip,0.5850,0.0316,0.3044,0.0491,0.1650,0.0164,0.1259,0.0183,0.5085,0.0400,0.5606,0.0112,0.1799,0.0035,0.7522,0.0633,7,0.2364
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,occlusion_reveal_hide,0.6071,0.0349,0.2772,0.0466,0.1514,0.0174,0.0816,0.0180,0.5119,0.0394,0.5475,0.0146,0.1801,0.0053,0.6679,0.0525,7,0.2058
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,passage_closure_opening,0.5816,0.0246,0.2704,0.0352,0.1990,0.0344,0.0884,0.0264,0.5374,0.0336,0.5443,0.0145,0.1807,0.0055,0.7223,0.0605,7,0.2415
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,reachable_component_split_merge,0.5952,0.0607,0.2942,0.0329,0.1582,0.0370,0.1037,0.0159,0.5068,0.0419,0.5468,0.0114,0.1783,0.0050,0.7113,0.0494,7,0.2347
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,support_removal,0.5884,0.0215,0.2738,0.0367,0.2024,0.0204,0.1395,0.0313,0.5136,0.0575,0.5495,0.0147,0.1805,0.0058,0.7822,0.0438,7,0.2024
graph_neural_change_classifier,perception_noise_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.6122,0.0493,0.2925,0.0215,0.1599,0.0227,0.0867,0.0159,0.4694,0.0309,0.5581,0.0082,0.1816,0.0025,0.6972,0.0335,7,0.2296
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.5697,0.0454,0.2619,0.0378,0.2075,0.0387,0.1003,0.0292,0.4949,0.0243,0.5455,0.0154,0.1814,0.0046,0.7376,0.0455,7,0.2551
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.5918,0.0383,0.2806,0.0254,0.1633,0.0174,0.1361,0.0367,0.4966,0.0406,0.5509,0.0118,0.1828,0.0039,0.7438,0.0312,7,0.2602
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.5918,0.0337,0.2772,0.0377,0.1701,0.0300,0.0867,0.0304,0.4830,0.0480,0.5692,0.0106,0.1790,0.0071,0.6928,0.0471,7,0.2024
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.5799,0.0452,0.2908,0.0469,0.1837,0.0345,0.0833,0.0153,0.4575,0.0259,0.5399,0.0155,0.1774,0.0051,0.7141,0.0470,7,0.2432
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.5663,0.0387,0.2857,0.0394,0.2245,0.0542,0.0935,0.0224,0.4847,0.0463,0.5561,0.0116,0.1819,0.0041,0.7699,0.0599,7,0.2619
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,support_removal,0.5918,0.0422,0.2789,0.0133,0.2262,0.0249,0.1497,0.0183,0.4847,0.0383,0.5453,0.0054,0.1820,0.0021,0.8251,0.0401,7,0.2126
graph_neural_change_classifier,perception_noise_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6207,0.0547,0.2959,0.0316,0.1837,0.0152,0.0884,0.0278,0.4915,0.0422,0.5565,0.0116,0.1802,0.0028,0.7267,0.0341,7,0.2024
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.5935,0.0513,0.3129,0.0359,0.2364,0.0187,0.1122,0.0321,0.5085,0.0380,0.5497,0.0109,0.1830,0.0021,0.8269,0.0417,7,0.2466
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.5595,0.0480,0.2942,0.0282,0.2075,0.0168,0.1241,0.0254,0.5289,0.0493,0.5435,0.0067,0.1791,0.0033,0.7878,0.0388,7,0.2551
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6020,0.0221,0.2789,0.0384,0.1718,0.0278,0.0850,0.0351,0.4932,0.0345,0.5635,0.0095,0.1806,0.0041,0.6959,0.0603,7,0.2058
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,passage_closure_opening,0.5527,0.0333,0.3027,0.0469,0.1684,0.0156,0.0969,0.0219,0.5000,0.0353,0.5516,0.0144,0.1808,0.0034,0.7251,0.0603,7,0.2687
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.6224,0.0431,0.2908,0.0238,0.2143,0.0536,0.1020,0.0209,0.4660,0.0328,0.5538,0.0067,0.1770,0.0033,0.7670,0.0725,7,0.1769
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,support_removal,0.5731,0.0328,0.3248,0.0329,0.2092,0.0259,0.1463,0.0329,0.5051,0.0432,0.5487,0.0138,0.1816,0.0030,0.8414,0.0573,7,0.2670
graph_neural_change_classifier,perception_noise_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.6003,0.0381,0.2891,0.0220,0.1820,0.0337,0.0935,0.0230,0.4626,0.0379,0.5555,0.0064,0.1778,0.0017,0.7219,0.0432,7,0.2262
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,kinematic_trap_creation,0.5799,0.0337,0.2653,0.0393,0.2092,0.0452,0.0867,0.0202,0.5000,0.0228,0.5527,0.0091,0.1769,0.0042,0.7236,0.0418,7,0.2296
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,object_stack_dependency_flip,0.6122,0.0423,0.2687,0.0283,0.1837,0.0168,0.0969,0.0281,0.4864,0.0513,0.5485,0.0139,0.1802,0.0026,0.7124,0.0500,7,0.2228
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,occlusion_reveal_hide,0.5952,0.0349,0.2704,0.0694,0.1854,0.0227,0.0663,0.0233,0.4966,0.0449,0.5358,0.0103,0.1853,0.0060,0.6887,0.0547,7,0.2075
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,passage_closure_opening,0.5867,0.0278,0.2602,0.0399,0.1735,0.0580,0.0748,0.0159,0.5119,0.0420,0.5510,0.0072,0.1835,0.0021,0.6741,0.0634,7,0.2245
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,reachable_component_split_merge,0.5969,0.0372,0.2636,0.0193,0.2007,0.0436,0.1020,0.0209,0.4847,0.0455,0.5627,0.0075,0.1815,0.0044,0.7334,0.0627,7,0.2483
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,support_removal,0.6207,0.0406,0.2823,0.0258,0.2024,0.0326,0.1088,0.0246,0.4847,0.0397,0.5445,0.0112,0.1775,0.0066,0.7544,0.0652,7,0.2177
graph_neural_change_classifier,perception_noise_shift,shelf_retrieval,tool_access_tunnel_blockage,0.6122,0.0227,0.2840,0.0339,0.1701,0.0232,0.0799,0.0263,0.4762,0.0429,0.5587,0.0166,0.1820,0.0029,0.6944,0.0498,7,0.2092
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,kinematic_trap_creation,0.5748,0.0496,0.3078,0.0523,0.2058,0.0333,0.1054,0.0312,0.4677,0.0400,0.5556,0.0101,0.1797,0.0040,0.7784,0.0711,7,0.2466
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.5646,0.0183,0.3265,0.0548,0.2058,0.0443,0.1361,0.0278,0.5221,0.0257,0.5523,0.0188,0.1803,0.0044,0.8271,0.0854,7,0.2500
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.5697,0.0570,0.2602,0.0465,0.1871,0.0309,0.0952,0.0292,0.4796,0.0366,0.5617,0.0109,0.1802,0.0033,0.7072,0.0567,7,0.2585
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,passage_closure_opening,0.5969,0.0303,0.3180,0.0387,0.1837,0.0292,0.0850,0.0224,0.4677,0.0383,0.5468,0.0098,0.1781,0.0039,0.7398,0.0348,7,0.2075
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,reachable_component_split_merge,0.5816,0.0336,0.3010,0.0431,0.1956,0.0209,0.0901,0.0183,0.4983,0.0193,0.5638,0.0142,0.1770,0.0046,0.7426,0.0454,7,0.2772
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,support_removal,0.5578,0.0343,0.2857,0.0499,0.2228,0.0403,0.1497,0.0356,0.5136,0.0697,0.5420,0.0099,0.1839,0.0043,0.8290,0.0448,7,0.2959
graph_neural_change_classifier,perception_noise_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.5595,0.0374,0.3367,0.0370,0.1548,0.0204,0.0935,0.0213,0.4881,0.0486,0.5541,0.0096,0.1831,0.0035,0.7378,0.0231,7,0.2568
learned_affordance_map,combined_stress,drawer_occluder_access,kinematic_trap_creation,0.4728,0.0403,0.4711,0.0349,0.3027,0.0254,0.1837,0.0337,0.2874,0.0312,0.8293,0.0053,0.1561,0.0046,1.0823,0.0562,7,0.3554
learned_affordance_map,combined_stress,drawer_occluder_access,object_stack_dependency_flip,0.4354,0.0370,0.4473,0.0215,0.3248,0.0309,0.2262,0.0204,0.3265,0.0491,0.8379,0.0109,0.1598,0.0034,1.1348,0.0489,7,0.3997
learned_affordance_map,combined_stress,drawer_occluder_access,occlusion_reveal_hide,0.4218,0.0305,0.4660,0.0497,0.2432,0.0578,0.1497,0.0349,0.3061,0.0452,0.8452,0.0110,0.1597,0.0046,0.9805,0.1083,7,0.3827
learned_affordance_map,combined_stress,drawer_occluder_access,passage_closure_opening,0.4354,0.0349,0.4711,0.0296,0.2670,0.0463,0.1667,0.0216,0.3282,0.0384,0.8289,0.0107,0.1586,0.0047,1.0278,0.0362,7,0.4184
learned_affordance_map,combined_stress,drawer_occluder_access,reachable_component_split_merge,0.4524,0.0210,0.4898,0.0445,0.2551,0.0352,0.1854,0.0274,0.3299,0.0325,0.8351,0.0102,0.1591,0.0056,1.0507,0.0287,7,0.3963
learned_affordance_map,combined_stress,drawer_occluder_access,support_removal,0.4371,0.0480,0.4643,0.0447,0.2704,0.0321,0.2857,0.0204,0.3163,0.0438,0.8218,0.0114,0.1556,0.0029,1.1477,0.0586,7,0.3963
learned_affordance_map,combined_stress,drawer_occluder_access,tool_access_tunnel_blockage,0.4609,0.0333,0.4388,0.0597,0.2976,0.0404,0.1956,0.0309,0.3129,0.0141,0.8437,0.0118,0.1576,0.0028,1.0633,0.0820,7,0.3690
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.4371,0.0543,0.4762,0.0288,0.2993,0.0213,0.1820,0.0226,0.3129,0.0526,0.8320,0.0122,0.1576,0.0035,1.0827,0.0498,7,0.3759
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.4286,0.0204,0.4388,0.0358,0.3231,0.0386,0.2245,0.0139,0.3078,0.0276,0.8354,0.0152,0.1575,0.0051,1.1216,0.0352,7,0.4201
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.4337,0.0356,0.4745,0.0299,0.2976,0.0334,0.1582,0.0278,0.3010,0.0348,0.8498,0.0093,0.1566,0.0036,1.0533,0.0415,7,0.3503
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4303,0.0451,0.4456,0.0557,0.2840,0.0246,0.1718,0.0259,0.3044,0.0562,0.8339,0.0052,0.1567,0.0035,1.0282,0.0737,7,0.4014
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.4320,0.0538,0.5238,0.0486,0.2738,0.0420,0.2177,0.0253,0.2993,0.0376,0.8368,0.0177,0.1545,0.0056,1.1295,0.0661,7,0.3810
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,support_removal,0.4218,0.0611,0.5034,0.0296,0.3027,0.0477,0.2245,0.0433,0.3129,0.0452,0.8325,0.0043,0.1571,0.0040,1.1537,0.0546,7,0.4133
learned_affordance_map,combined_stress,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.4371,0.0214,0.4643,0.0306,0.2517,0.0430,0.1463,0.0352,0.3010,0.0452,0.8323,0.0103,0.1613,0.0056,0.9864,0.0715,7,0.3367
learned_affordance_map,combined_stress,narrow_passage_bin_pick,kinematic_trap_creation,0.4150,0.0285,0.4796,0.0477,0.2942,0.0304,0.2143,0.0301,0.3333,0.0626,0.8214,0.0110,0.1607,0.0032,1.1170,0.0875,7,0.4269
learned_affordance_map,combined_stress,narrow_passage_bin_pick,object_stack_dependency_flip,0.4677,0.0366,0.4813,0.0602,0.3231,0.0219,0.2517,0.0518,0.3078,0.0513,0.8434,0.0111,0.1586,0.0021,1.1874,0.1069,7,0.3605
learned_affordance_map,combined_stress,narrow_passage_bin_pick,occlusion_reveal_hide,0.4541,0.0187,0.4048,0.0519,0.2874,0.0316,0.1650,0.0200,0.2857,0.0274,0.8502,0.0130,0.1583,0.0042,0.9917,0.0714,7,0.3554
learned_affordance_map,combined_stress,narrow_passage_bin_pick,passage_closure_opening,0.4422,0.0281,0.4898,0.0451,0.2891,0.0202,0.1480,0.0333,0.3078,0.0187,0.8338,0.0124,0.1598,0.0013,1.0495,0.0423,7,0.3690
learned_affordance_map,combined_stress,narrow_passage_bin_pick,reachable_component_split_merge,0.4524,0.0611,0.5000,0.0233,0.3163,0.0296,0.2228,0.0237,0.3027,0.0423,0.8282,0.0138,0.1563,0.0043,1.1632,0.0640,7,0.4133
learned_affordance_map,combined_stress,narrow_passage_bin_pick,support_removal,0.3946,0.0459,0.4745,0.0324,0.3129,0.0182,0.2228,0.0232,0.3282,0.0233,0.8326,0.0127,0.1573,0.0058,1.1388,0.0271,7,0.4473
learned_affordance_map,combined_stress,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.4694,0.0356,0.4507,0.0358,0.2908,0.0321,0.2126,0.0219,0.3180,0.0373,0.8468,0.0123,0.1587,0.0045,1.0849,0.0547,7,0.3503
learned_affordance_map,combined_stress,shelf_retrieval,kinematic_trap_creation,0.4337,0.0370,0.4575,0.0539,0.2976,0.0269,0.1701,0.0373,0.3095,0.0469,0.8235,0.0118,0.1561,0.0042,1.0509,0.0794,7,0.4048
learned_affordance_map,combined_stress,shelf_retrieval,object_stack_dependency_flip,0.4252,0.0268,0.4677,0.0355,0.3078,0.0252,0.2330,0.0374,0.2976,0.0222,0.8358,0.0133,0.1623,0.0047,1.1431,0.0517,7,0.3929
learned_affordance_map,combined_stress,shelf_retrieval,occlusion_reveal_hide,0.4490,0.0309,0.4796,0.0380,0.2500,0.0450,0.1633,0.0434,0.3129,0.0263,0.8333,0.0097,0.1597,0.0037,1.0138,0.0434,7,0.3333
learned_affordance_map,combined_stress,shelf_retrieval,passage_closure_opening,0.4745,0.0213,0.4626,0.0406,0.2772,0.0413,0.1820,0.0359,0.2891,0.0387,0.8466,0.0117,0.1570,0.0033,1.0462,0.1118,7,0.3707
learned_affordance_map,combined_stress,shelf_retrieval,reachable_component_split_merge,0.4609,0.0373,0.4745,0.0347,0.3061,0.0366,0.1803,0.0365,0.3180,0.0506,0.8371,0.0173,0.1569,0.0031,1.0863,0.0563,7,0.3793
learned_affordance_map,combined_stress,shelf_retrieval,support_removal,0.4694,0.0455,0.4473,0.0352,0.3146,0.0333,0.2398,0.0382,0.2993,0.0328,0.8331,0.0070,0.1615,0.0026,1.1396,0.0386,7,0.4031
learned_affordance_map,combined_stress,shelf_retrieval,tool_access_tunnel_blockage,0.4609,0.0202,0.4473,0.0452,0.2500,0.0306,0.1769,0.0129,0.3333,0.0438,0.8347,0.0107,0.1593,0.0044,1.0002,0.0407,7,0.3384
