method,seed,rows,success,invalid_plan,collision_trap,support_failure,topology_f1,missed_change_fn,false_topology_alarm,detection_latency,replan_cost,topology_risk_ece,utility,regret
graph_neural_change_classifier,5,1152,0.47049,0.36458,0.14236,0.08333,0.44000,0.67771,0.30518,0.78427,0.19983,0.48552,-0.32887,0.44878
graph_neural_change_classifier,6,1152,0.49566,0.32639,0.14844,0.07465,0.45009,0.66184,0.31888,0.78427,0.19983,0.45823,-0.26792,0.40365
graph_neural_change_classifier,7,1152,0.51042,0.35851,0.15885,0.07726,0.46114,0.65580,0.29610,0.78427,0.19983,0.47625,-0.29771,0.40017
graph_neural_change_classifier,8,1152,0.47743,0.35156,0.15538,0.08333,0.45748,0.65645,0.33604,0.78427,0.19983,0.47833,-0.32771,0.42708
graph_neural_change_classifier,9,1152,0.50781,0.32552,0.15712,0.07118,0.45034,0.66539,0.32514,0.78427,0.19983,0.46857,-0.26121,0.40191
learned_affordance_map,0,1152,0.36632,0.44184,0.20052,0.14670,0.26451,0.81854,0.37824,0.84567,0.16239,0.53327,-0.64412,0.53733
learned_affordance_map,1,1152,0.36545,0.42361,0.21615,0.14931,0.26742,0.81865,0.37127,0.84567,0.16239,0.53029,-0.64853,0.54080
learned_affordance_map,2,1152,0.37153,0.43924,0.20312,0.14323,0.26451,0.81735,0.38619,0.84567,0.16239,0.53225,-0.63683,0.52083
learned_affordance_map,3,1152,0.37153,0.45573,0.19965,0.14497,0.27652,0.81014,0.36815,0.84567,0.16239,0.53274,-0.64842,0.52691
learned_affordance_map,4,1152,0.38802,0.45052,0.20920,0.13976,0.26577,0.81925,0.36031,0.84567,0.16239,0.53682,-0.63297,0.51649
learned_affordance_map,5,1152,0.37413,0.44184,0.21181,0.13455,0.25887,0.82803,0.33515,0.84567,0.16239,0.53874,-0.63406,0.54514
learned_affordance_map,6,1152,0.34983,0.44184,0.20660,0.16580,0.25885,0.82293,0.40872,0.84567,0.16239,0.53796,-0.68888,0.54948
learned_affordance_map,7,1152,0.36198,0.46528,0.20139,0.14670,0.26087,0.82197,0.41111,0.84567,0.16239,0.54106,-0.67212,0.54861
learned_affordance_map,8,1152,0.37066,0.45833,0.20052,0.13802,0.27599,0.81496,0.33884,0.84567,0.16239,0.53215,-0.64274,0.53385
learned_affordance_map,9,1152,0.37587,0.43056,0.19444,0.13715,0.29108,0.79659,0.37949,0.84567,0.16239,0.52405,-0.60654,0.53385
neural_tamp_replanner,0,1152,0.57812,0.29080,0.11979,0.04601,0.51777,0.60465,0.26984,0.73287,0.22156,0.41220,-0.08425,0.32552
neural_tamp_replanner,1,1152,0.58941,0.27344,0.11719,0.04601,0.50746,0.61312,0.25432,0.73287,0.22156,0.40396,-0.05338,0.31684
neural_tamp_replanner,2,1152,0.55469,0.27083,0.11719,0.05729,0.51870,0.59846,0.30400,0.73287,0.22156,0.40567,-0.09919,0.33767
neural_tamp_replanner,3,1152,0.58420,0.29688,0.10764,0.03906,0.51414,0.60370,0.27848,0.73287,0.22156,0.41247,-0.06272,0.31424
neural_tamp_replanner,4,1152,0.56424,0.30729,0.10851,0.04340,0.53156,0.58816,0.28533,0.73287,0.22156,0.41449,-0.09775,0.34028
neural_tamp_replanner,5,1152,0.57031,0.30642,0.12674,0.05903,0.49618,0.62612,0.28032,0.73287,0.22156,0.42805,-0.12958,0.34896
neural_tamp_replanner,6,1152,0.56858,0.29253,0.11111,0.05556,0.48611,0.62766,0.30000,0.73287,0.22156,0.41317,-0.09744,0.33073
neural_tamp_replanner,7,1152,0.55642,0.29948,0.11198,0.05122,0.50420,0.61140,0.31053,0.73287,0.22156,0.42459,-0.11241,0.35417
neural_tamp_replanner,8,1152,0.55208,0.28125,0.12587,0.06250,0.50211,0.61126,0.31443,0.73287,0.22156,0.42009,-0.12926,0.35243
neural_tamp_replanner,9,1152,0.56250,0.29340,0.11806,0.04080,0.49364,0.62740,0.28841,0.73287,0.22156,0.41489,-0.09550,0.34722
occupancy_delta_replanner,0,1152,0.31858,0.43142,0.21615,0.14236,0.27586,0.81419,0.33156,0.81967,0.18817,0.52389,-0.70033,0.58507
occupancy_delta_replanner,1,1152,0.31944,0.43403,0.21007,0.13889,0.27916,0.81088,0.33684,0.81967,0.18817,0.53767,-0.69117,0.58681
occupancy_delta_replanner,2,1152,0.32378,0.43576,0.19531,0.14497,0.23901,0.83954,0.38070,0.81967,0.18817,0.52643,-0.67860,0.56858
occupancy_delta_replanner,3,1152,0.30295,0.44184,0.21181,0.13108,0.25800,0.82658,0.37293,0.81967,0.18817,0.53594,-0.71014,0.59549
occupancy_delta_replanner,4,1152,0.33681,0.41927,0.20052,0.15104,0.31188,0.78446,0.37571,0.81967,0.18817,0.52532,-0.66139,0.56771
occupancy_delta_replanner,5,1152,0.33333,0.43924,0.20833,0.15712,0.28099,0.80359,0.42091,0.81967,0.18817,0.53923,-0.70373,0.58594
occupancy_delta_replanner,6,1152,0.31684,0.44444,0.19618,0.17101,0.27138,0.81161,0.41114,0.81967,0.18817,0.53586,-0.72425,0.58247
occupancy_delta_replanner,7,1152,0.33247,0.46441,0.20312,0.15104,0.25933,0.82210,0.35122,0.81967,0.18817,0.54160,-0.71359,0.57812
occupancy_delta_replanner,8,1152,0.36024,0.43750,0.24479,0.14931,0.25265,0.82987,0.35602,0.81967,0.18817,0.54247,-0.70926,0.54427
occupancy_delta_replanner,9,1152,0.33160,0.43490,0.20312,0.13108,0.27872,0.80804,0.37533,0.81967,0.18817,0.53631,-0.66530,0.57812
oracle_topology_planner,0,1152,0.90365,0.09201,0.01649,0.01389,0.81281,0.28176,0.10924,0.55887,0.24758,0.11953,0.61380,0.00000
oracle_topology_planner,1,1152,0.90625,0.08160,0.01476,0.00781,0.80775,0.27733,0.12438,0.55887,0.24758,0.10839,0.63313,0.00000
oracle_topology_planner,2,1152,0.89236,0.09983,0.02344,0.00868,0.81831,0.26478,0.12834,0.55887,0.24758,0.12706,0.59047,0.00000
oracle_topology_planner,3,1152,0.89844,0.09983,0.02170,0.00694,0.79489,0.29372,0.13151,0.55887,0.24758,0.12805,0.59976,0.00000
oracle_topology_planner,4,1152,0.90451,0.09722,0.01389,0.01823,0.81960,0.26309,0.13008,0.55887,0.24758,0.12731,0.60701,0.00000
oracle_topology_planner,5,1152,0.91927,0.09983,0.01389,0.01476,0.81760,0.27729,0.10141,0.55887,0.24758,0.13071,0.62481,0.00000
oracle_topology_planner,6,1152,0.89931,0.07552,0.01302,0.01389,0.80692,0.28571,0.11957,0.55887,0.24758,0.10970,0.62868,0.00000
oracle_topology_planner,7,1152,0.91059,0.09288,0.01823,0.00868,0.80495,0.29284,0.10541,0.55887,0.24758,0.12374,0.62321,0.00000
oracle_topology_planner,8,1152,0.90451,0.09375,0.01389,0.01215,0.80512,0.28535,0.13333,0.55887,0.24758,0.12411,0.61669,0.00000
oracle_topology_planner,9,1152,0.90972,0.09115,0.01215,0.00608,0.82562,0.26020,0.11141,0.55887,0.24758,0.11493,0.63401,0.00000
particle_filter_topology_belief_mpc,0,1152,0.60330,0.25955,0.09375,0.02344,0.56792,0.55226,0.26525,0.73427,0.23131,0.36920,0.02329,0.30035
particle_filter_topology_belief_mpc,1,1152,0.60677,0.26042,0.09375,0.02604,0.59524,0.51675,0.28989,0.73427,0.23131,0.36452,0.02180,0.29948
particle_filter_topology_belief_mpc,2,1152,0.63194,0.25347,0.10069,0.02865,0.62290,0.48748,0.25700,0.73427,0.23131,0.36405,0.04341,0.26042
particle_filter_topology_belief_mpc,3,1152,0.60677,0.26128,0.10851,0.01823,0.61920,0.49079,0.26276,0.73427,0.23131,0.37158,0.01167,0.29167
particle_filter_topology_belief_mpc,4,1152,0.60156,0.25434,0.10938,0.03385,0.59253,0.52597,0.25393,0.73427,0.23131,0.37087,-0.00349,0.30295
particle_filter_topology_belief_mpc,5,1152,0.60156,0.24479,0.10330,0.03125,0.58420,0.52591,0.30263,0.73427,0.23131,0.36711,0.01310,0.31771
particle_filter_topology_belief_mpc,6,1152,0.58594,0.26649,0.10677,0.02865,0.57920,0.54061,0.27473,0.73427,0.23131,0.37445,-0.02241,0.31337
particle_filter_topology_belief_mpc,7,1152,0.61458,0.27083,0.09201,0.02344,0.60578,0.50636,0.29235,0.73427,0.23131,0.37564,0.02494,0.29601
particle_filter_topology_belief_mpc,8,1152,0.60938,0.26910,0.10938,0.01910,0.60630,0.51266,0.26243,0.73427,0.23131,0.37761,0.00611,0.29514
particle_filter_topology_belief_mpc,9,1152,0.61285,0.26823,0.09896,0.02604,0.60048,0.50988,0.27481,0.73427,0.23131,0.37315,0.01410,0.29688
proposed_topology_change_detector_v4,0,1152,0.68490,0.20573,0.08420,0.01649,0.63495,0.47143,0.27487,0.68867,0.21767,0.31495,0.18512,0.21875
proposed_topology_change_detector_v4,1,1152,0.65625,0.23438,0.07465,0.02083,0.62643,0.49206,0.21717,0.68867,0.21767,0.32613,0.13961,0.25000
proposed_topology_change_detector_v4,2,1152,0.66667,0.18924,0.07899,0.01389,0.66718,0.43586,0.25000,0.68867,0.21767,0.29840,0.19306,0.22569
proposed_topology_change_detector_v4,3,1152,0.69531,0.21094,0.09288,0.02691,0.63651,0.47423,0.26064,0.68867,0.21767,0.32447,0.16990,0.20312
proposed_topology_change_detector_v4,4,1152,0.66580,0.21181,0.07812,0.02344,0.64604,0.45408,0.30707,0.68867,0.21767,0.32017,0.15931,0.23872
proposed_topology_change_detector_v4,5,1152,0.65278,0.23090,0.08941,0.02257,0.62853,0.47582,0.28424,0.68867,0.21767,0.33301,0.11542,0.26649
proposed_topology_change_detector_v4,6,1152,0.68663,0.22049,0.08681,0.02431,0.65620,0.45936,0.25588,0.68867,0.21767,0.32652,0.16419,0.21267
proposed_topology_change_detector_v4,7,1152,0.65451,0.22135,0.07986,0.02083,0.65902,0.45165,0.24863,0.68867,0.21767,0.32222,0.14295,0.25608
proposed_topology_change_detector_v4,8,1152,0.69097,0.22656,0.07552,0.02431,0.64959,0.45581,0.28889,0.68867,0.21767,0.32335,0.17421,0.21354
proposed_topology_change_detector_v4,9,1152,0.66840,0.22135,0.09549,0.02170,0.67082,0.44459,0.20745,0.68867,0.21767,0.33266,0.13843,0.24132
risk_aware_robust_replanner,0,1152,0.46875,0.36372,0.12587,0.09983,0.34463,0.75665,0.31750,0.74387,0.25342,0.47572,-0.34434,0.43490
risk_aware_robust_replanner,1,1152,0.48090,0.34809,0.14410,0.09201,0.39593,0.72351,0.24603,0.74387,0.25342,0.46692,-0.32662,0.42535
risk_aware_robust_replanner,2,1152,0.46875,0.33854,0.12934,0.06597,0.34903,0.76404,0.26496,0.74387,0.25342,0.45392,-0.28391,0.42361
risk_aware_robust_replanner,3,1152,0.44531,0.36892,0.11892,0.09549,0.36280,0.74416,0.31152,0.74387,0.25342,0.47780,-0.35824,0.45312
risk_aware_robust_replanner,4,1152,0.43490,0.35330,0.12674,0.09896,0.36735,0.74550,0.27273,0.74387,0.25342,0.46741,-0.36457,0.46962
risk_aware_robust_replanner,5,1152,0.46094,0.34375,0.15799,0.08333,0.35055,0.75796,0.29700,0.74387,0.25342,0.47299,-0.35320,0.45833
risk_aware_robust_replanner,6,1152,0.44531,0.37153,0.14670,0.08333,0.33364,0.76864,0.32353,0.74387,0.25342,0.47833,-0.38299,0.45399
risk_aware_robust_replanner,7,1152,0.44184,0.34983,0.14670,0.09635,0.32077,0.78129,0.27990,0.74387,0.25342,0.47668,-0.37780,0.46875
risk_aware_robust_replanner,8,1152,0.43750,0.36632,0.13368,0.08420,0.31774,0.78721,0.25130,0.74387,0.25342,0.47597,-0.36674,0.46701
risk_aware_robust_replanner,9,1152,0.42188,0.34722,0.14844,0.09549,0.38359,0.74034,0.24074,0.74387,0.25342,0.47005,-0.39155,0.48785
risk_calibrated_topology_belief_v5,0,1152,0.82378,0.14757,0.02691,0.01215,0.72782,0.39500,0.13068,0.61527,0.23865,0.19264,0.46549,0.07986
risk_calibrated_topology_belief_v5,1,1152,0.78906,0.13021,0.03733,0.01736,0.74813,0.35861,0.15241,0.61527,0.23865,0.18367,0.42705,0.11719
risk_calibrated_topology_belief_v5,2,1152,0.78906,0.14410,0.03212,0.01215,0.76284,0.33987,0.13953,0.61527,0.23865,0.18630,0.42630,0.10330
risk_calibrated_topology_belief_v5,3,1152,0.79514,0.14844,0.03733,0.00868,0.74558,0.36849,0.12500,0.61527,0.23865,0.19287,0.42633,0.10330
risk_calibrated_topology_belief_v5,4,1152,0.79861,0.14236,0.03212,0.01562,0.74286,0.36340,0.15957,0.61527,0.23865,0.18621,0.43292,0.10590
risk_calibrated_topology_belief_v5,5,1152,0.80382,0.13281,0.03646,0.01215,0.74534,0.36340,0.13568,0.61527,0.23865,0.18426,0.44636,0.11545
risk_calibrated_topology_belief_v5,6,1152,0.81597,0.15625,0.03038,0.01128,0.74324,0.36943,0.14169,0.61527,0.23865,0.20170,0.44506,0.08333
risk_calibrated_topology_belief_v5,7,1152,0.79167,0.15365,0.03299,0.01389,0.74126,0.36737,0.14070,0.61527,0.23865,0.19478,0.41662,0.11892
risk_calibrated_topology_belief_v5,8,1152,0.79948,0.14323,0.03299,0.01823,0.74102,0.36457,0.16622,0.61527,0.23865,0.19668,0.42883,0.10503
risk_calibrated_topology_belief_v5,9,1152,0.80295,0.11632,0.03993,0.02083,0.73578,0.38301,0.11886,0.61527,0.23865,0.17812,0.44895,0.10677
static_scene_graph_planner,0,1152,0.21528,0.52517,0.25087,0.19358,0.14158,0.90921,0.40541,0.89827,0.13216,0.55800,-0.98193,0.68837
static_scene_graph_planner,1,1152,0.24653,0.52170,0.22049,0.20660,0.13922,0.91013,0.43923,0.89827,0.13216,0.55498,-0.92448,0.65972
static_scene_graph_planner,2,1152,0.23524,0.52431,0.25087,0.17882,0.14925,0.90209,0.42487,0.89827,0.13216,0.55589,-0.94783,0.65712
static_scene_graph_planner,3,1152,0.25087,0.48785,0.25868,0.18837,0.14822,0.90372,0.42359,0.89827,0.13216,0.55479,-0.91643,0.64757
static_scene_graph_planner,4,1152,0.23611,0.52431,0.24132,0.19618,0.15230,0.90155,0.39474,0.89827,0.13216,0.55178,-0.95107,0.66840
static_scene_graph_planner,5,1152,0.22569,0.48958,0.25608,0.21007,0.13576,0.91332,0.38786,0.89827,0.13216,0.55282,-0.96106,0.69358
static_scene_graph_planner,6,1152,0.24740,0.52604,0.24653,0.19271,0.13636,0.90945,0.46410,0.89827,0.13216,0.55298,-0.94914,0.65191
static_scene_graph_planner,7,1152,0.23611,0.48698,0.25955,0.20833,0.14762,0.90470,0.38860,0.89827,0.13216,0.55296,-0.95116,0.67448
static_scene_graph_planner,8,1152,0.24132,0.50174,0.23785,0.19444,0.13225,0.91322,0.41935,0.89827,0.13216,0.55596,-0.92123,0.66319
static_scene_graph_planner,9,1152,0.21875,0.51042,0.28733,0.20139,0.14970,0.90446,0.38692,0.89827,0.13216,0.55836,-1.01696,0.69097
topological_slam_tamp,0,1152,0.57465,0.30295,0.14583,0.05903,0.53945,0.56718,0.35185,0.76407,0.21134,0.44980,-0.15020,0.32899
topological_slam_tamp,1,1152,0.53559,0.29861,0.13368,0.04861,0.54305,0.57677,0.27851,0.76407,0.21134,0.42977,-0.15464,0.37066
topological_slam_tamp,2,1152,0.52778,0.30382,0.13802,0.05382,0.53179,0.58559,0.29867,0.76407,0.21134,0.44011,-0.17939,0.36458
topological_slam_tamp,3,1152,0.57986,0.28125,0.14062,0.04340,0.52563,0.59217,0.31667,0.76407,0.21134,0.42076,-0.09849,0.31858
topological_slam_tamp,4,1152,0.57812,0.28559,0.14236,0.04340,0.52946,0.58732,0.29815,0.76407,0.21134,0.42273,-0.10637,0.32639
topological_slam_tamp,5,1152,0.54167,0.29253,0.13889,0.04514,0.55109,0.56881,0.26221,0.76407,0.21134,0.42496,-0.14518,0.37760
topological_slam_tamp,6,1152,0.56771,0.29861,0.15365,0.05556,0.53420,0.57623,0.33333,0.76407,0.21134,0.44436,-0.15805,0.33160
topological_slam_tamp,7,1152,0.54253,0.31250,0.14670,0.04340,0.52102,0.59278,0.32181,0.76407,0.21134,0.43900,-0.17420,0.36806
topological_slam_tamp,8,1152,0.55556,0.30903,0.13976,0.05035,0.52614,0.59254,0.29412,0.76407,0.21134,0.43670,-0.15477,0.34896
topological_slam_tamp,9,1152,0.51562,0.32465,0.14844,0.04948,0.50446,0.61125,0.34659,0.76407,0.21134,0.44597,-0.22136,0.39410
uncertainty_triggered_replanner,0,1152,0.36719,0.40885,0.17448,0.14670,0.24782,0.83569,0.33780,0.75847,0.23557,0.52118,-0.59358,0.53646
uncertainty_triggered_replanner,1,1152,0.35851,0.40972,0.19444,0.12240,0.24087,0.84135,0.31854,0.75847,0.23557,0.50910,-0.60189,0.54774
uncertainty_triggered_replanner,2,1152,0.37674,0.40885,0.16059,0.13368,0.29907,0.79540,0.34595,0.75847,0.23557,0.50771,-0.55331,0.51562
uncertainty_triggered_replanner,3,1152,0.36892,0.40278,0.18142,0.13455,0.23898,0.84197,0.33421,0.75847,0.23557,0.51516,-0.58215,0.52951
uncertainty_triggered_replanner,4,1152,0.38802,0.38455,0.16580,0.13368,0.27210,0.81660,0.30370,0.75847,0.23557,0.50191,-0.52466,0.51649
uncertainty_triggered_replanner,5,1152,0.36458,0.40365,0.17448,0.13455,0.27740,0.81404,0.31070,0.75847,0.23557,0.51437,-0.57738,0.55469
uncertainty_triggered_replanner,6,1152,0.38368,0.41753,0.17622,0.13021,0.25700,0.82727,0.34555,0.75847,0.23557,0.51863,-0.57112,0.51562
uncertainty_triggered_replanner,7,1152,0.38715,0.41319,0.16233,0.12587,0.26202,0.82647,0.34473,0.75847,0.23557,0.51145,-0.53989,0.52344
uncertainty_triggered_replanner,8,1152,0.35938,0.40278,0.15885,0.13628,0.24805,0.83571,0.32718,0.75847,0.23557,0.50884,-0.56484,0.54514
uncertainty_triggered_replanner,9,1152,0.37500,0.40538,0.17708,0.12153,0.25626,0.83100,0.32329,0.75847,0.23557,0.50684,-0.55804,0.53472
